club_id,player_id,player_name,club_name,birth_date
ehd2iemqmschhj2ec0vayztzz,p550615,Tyrique George,Everton,2006-02-04
ehd2iemqmschhj2ec0vayztzz,p224967,Vitalii Mykolenko,Everton,1999-05-29
1pse9ta7a45pi2w2grjim70ge,p242882,Bafodé Diakité,Bournemouth,2001-01-06
1r3545b2dzan8yqa80gtmcjch,p547027,Habib Diarra,Sunderland,2004-01-03
22doj4sgsocqpxw45h607udje,p511499,Mathys Tel,Spurs,2005-04-27
ehd2iemqmschhj2ec0vayztzz,p433154,Dwight McNeil,Everton,1999-11-22
hzqh7z0mdl3v7gwete66syxp,p169528,Antonee Robinson,Fulham,1997-08-08
22doj4sgsocqpxw45h607udje,p202993,Rodrigo Bentancur,Spurs,1997-06-25
b9si1jn1lfxfund69e9ogcu2n,p501837,Yerson Mosquera,Wolves,2001-05-02
1r3545b2dzan8yqa80gtmcjch,p124165,Patrick Roberts,Sunderland,1997-02-05
a3nyxabgsqlnqfkeg41m6tnpp,p165809,Bernardo Silva,Man City,1994-08-10
7yx5dqhhphyvfisohikodajhv,p56979,Jordan Henderson,Brentford,1990-06-17
4dsgumo7d4zupm2ugsvm4zm4d,p499175,Ethan Nwaneri,Arsenal,2007-03-21
1r3545b2dzan8yqa80gtmcjch,p519634,Jenson Seelt,Sunderland,2003-05-23
9q0arba2kbnywth8bkxlhgmdr,p499309,Marc Guiu,Chelsea,2006-01-04
e5p0ehyguld7egzhiedpdnc3w,p550090,Diego Coppola,Brighton,2003-12-28
hzqh7z0mdl3v7gwete66syxp,p184349,Ryan Sessegnon,Fulham,2000-05-18
b9si1jn1lfxfund69e9ogcu2n,p488213,Tolu Arokodare,Wolves,2000-11-23
b496gs285it6bheuikox6z9mj,p184667,Victor Lindelöf,Aston Villa,1994-07-17
22doj4sgsocqpxw45h607udje,p482442,Pape Matar Sarr,Spurs,2002-09-14
1r3545b2dzan8yqa80gtmcjch,p437505,Wilson Isidor,Sunderland,2000-08-27
1qtaiy11gswx327s0vkibf70n,p575458,Jair Cunha,Nottm Forest,2005-03-07
b9si1jn1lfxfund69e9ogcu2n,p209041,Angel Gomes,Wolves,2000-08-31
48gk2hpqtsl6p9sx9kjhaydq4,p222694,Pascal Struijk,Leeds,1999-08-11
7vn2i2kd35zuetw6b38gw9jsz,p432422,Sandro Tonali,Newcastle,2000-05-08
hzqh7z0mdl3v7gwete66syxp,p153682,Harry Wilson,Fulham,1997-03-22
c8h9bw1l82s06h77xxrelzhur,p519440,Wellity Lucky,Liverpool,2006-01-12
7yx5dqhhphyvfisohikodajhv,p607464,Michael Kayode,Brentford,2004-07-10
ehd2iemqmschhj2ec0vayztzz,p232928,James Garner,Everton,2001-03-13
4txjdaqveermfryvbfrr4taf7,p467189,Mads Hermansen,West Ham,2000-07-11
b9si1jn1lfxfund69e9ogcu2n,p101982,Sam Johnstone,Wolves,1993-03-25
6eqit8ye8aomdsrrq0hk3v7gh,p222690,Tyrell Malacia,Man Utd,1999-08-17
4txjdaqveermfryvbfrr4taf7,p551226,Mateus Fernandes,West Ham,2004-07-10
c8h9bw1l82s06h77xxrelzhur,p116535,Alisson Becker,Liverpool,1992-10-02
c8h9bw1l82s06h77xxrelzhur,p718875,Talla Ndiaye,Liverpool,2008-01-06
hzqh7z0mdl3v7gwete66syxp,p153133,Alex Iwobi,Fulham,1996-05-03
7vn2i2kd35zuetw6b38gw9jsz,p666607,Sam Alabi,Newcastle,2009-07-09
c8h9bw1l82s06h77xxrelzhur,p677945,Will Wright,Liverpool,2008-01-01
hzqh7z0mdl3v7gwete66syxp,p232892,Calvin Bassey,Fulham,1999-12-31
7vn2i2kd35zuetw6b38gw9jsz,p623110,Park Seung-Soo,Newcastle,2007-03-17
4dsgumo7d4zupm2ugsvm4zm4d,p128295,Christian Nørgaard,Arsenal,1994-03-10
b9si1jn1lfxfund69e9ogcu2n,p514362,Temple Ojinnaka,Wolves,2005-03-30
a3nyxabgsqlnqfkeg41m6tnpp,p432720,James Trafford,Man City,2002-10-10
7vn2i2kd35zuetw6b38gw9jsz,p77794,Kieran Trippier,Newcastle,1990-09-19
9q0arba2kbnywth8bkxlhgmdr,p619734,Jesse Derry,Chelsea,2007-06-30
b496gs285it6bheuikox6z9mj,p98980,Emiliano Martínez,Aston Villa,1992-09-02
1qtaiy11gswx327s0vkibf70n,p204968,Ryan Yates,Nottm Forest,1997-11-21
1c8m2ko0wxq1asfkuykurdr0y,p643426,Dean Benamar,Crystal Palace,2008-05-31
1r3545b2dzan8yqa80gtmcjch,p200834,Nordi Mukiele,Sunderland,1997-11-01
64bxxwu2mv2qqlv0monbkj1om,p167887,Josh Laurent,Burnley,1995-05-06
6eqit8ye8aomdsrrq0hk3v7gh,p576628,Shea Lacey,Man Utd,2007-04-14
64bxxwu2mv2qqlv0monbkj1om,p477717,Maxime Estève,Burnley,2002-05-26
4dsgumo7d4zupm2ugsvm4zm4d,p219847,Kai Havertz,Arsenal,1999-06-11
b9si1jn1lfxfund69e9ogcu2n,p184754,Hwang Hee-Chan,Wolves,1996-01-26
